sbj,b0,lambda,delta0,delta1,t0,sigma,mean_z,std_z,G2,BIC
S10_epo,1.6807025149580461,2.2408973723732806,3.2144740164385537,0.5684571503356596,0.18445304560391726,0.32028590554633923,0.18500622484909457,0.07859042463999882,-1044.9822543950208,-1007.7307142384411
S11_epo,1.1453294689254647,0.07012511224001317,2.772648801546923,0.5488897777919738,0.3399324579733093,0.3678685929267894,0.3391149280804481,0.10963508962484228,490.97255861767667,528.1512233844438
S12_epo,0.8192448002352946,0.010000023990355291,2.134989951900267,0.32914766204542234,0.3146484746759858,0.5233047017970418,0.2818559932364729,0.12144993045512857,-14.256182703922123,23.019453870586993
S13_epo,3.242881556412476,1.977623490872494,3.958583267521537,0.7086653804503801,0.21665711696276474,0.2935484753633228,0.2176685445717131,0.07628404384065134,-889.608133940018,-852.2965332218675
S14_epo,1.4597843766121241,0.34802458307032713,3.4102888891448275,0.5574474339527802,0.21856738173928086,0.32888407092527305,0.21711753193887776,0.0826845275230117,-667.2136166970272,-629.9379801225181
S15_epo,1.4722983794356577,0.33843879100303964,3.494306795907405,0.723172643391891,0.2722485911514405,0.3822433066024765,0.2715340334008098,0.11429149848665224,161.90436889982186,199.11958200294941
S16_epo,2.1093770980292055,0.91190075941416,4.221130752507716,0.885021375414736,0.22875017274201892,0.3929416220774385,0.22876647044088178,0.09485947633282875,-155.75317491749303,-118.4775383429839
S17_epo,2.1660082113143253,0.3120036165225572,2.486731445860599,0.4818043323582849,0.252747482381883,0.398132693306874,0.25386330225134407,0.10589241917189249,385.2836201434828,420.79698326912165
S18_epo,0.9844153416427799,0.8083612963526964,2.380639467905148,0.42705591240919527,0.22596848916265372,0.496888915696565,0.21104161988522954,0.0834062628991575,-546.3287752790393,-509.0291386725301
S19_epo,0.9776882793785351,0.10747260365009811,2.3807782576171235,0.4317280886506203,0.28820571896215474,0.46797782570246155,0.28482078598484845,0.13732695688445018,193.56355188749222,230.79089846290435
S1_epo,0.7436724080175531,0.47982646504357424,2.729142572716962,0.5925871845376063,0.22625467562987442,0.4452293342787329,0.23329365901104418,0.09636796475123444,-554.1939188253727,-516.9303183632248
S20_epo,1.7233499116567428,4.0,3.3907617447049043,0.5950947153489263,0.2262785844253687,0.3840103981992371,0.21974386827689243,0.09240721063474412,-1246.0663471203804,-1208.75474640223
S21_epo,0.9550903284155448,0.27012448511328035,4.039621609195037,0.7501720918041805,0.23765718326941104,0.5391142745240686,0.21733170572916669,0.10804877748274834,-444.8556725073228,-408.1207156502365
S22_epo,0.9800629785312123,0.020889427173841145,1.7803765388781214,0.22985096739429317,0.2547525849780557,0.5808263235256261,0.2313056281887755,0.1292366180417458,135.9396224339166,173.10605478054464
S23_epo,0.853401918607213,0.4077436171510936,3.2586667787032892,0.5853019397055979,0.21341584178372633,0.4097210481892579,0.2186452335858586,0.09144814463630496,-748.4888638295394,-711.2615172541272
S24_epo,1.4498947315115878,0.2736158956359361,3.576086226361613,0.7291657316329907,0.22050056890458178,0.3525587631451748,0.21839397885101014,0.08413594585208348,-96.93826100139955,-65.20865881723233
S25_epo,1.6307284613022468,0.36346171932515614,3.125172491006551,0.548526785632569,0.2320429542632917,0.3733577034468422,0.23128061612576065,0.09604215521671738,-223.97607449835417,-186.77301945409803
S26_epo,1.0205763055707473,0.016920812886788397,3.1456616667872073,0.6336071506922742,0.2647243052304114,0.40420339298022634,0.258028231118267,0.10173186170087076,107.92189703803254,144.2626011174043
S2_epo,1.3939134935832285,0.4755185196938004,3.750903493803164,0.7081648547150537,0.2257020127069657,0.4556844883365885,0.2216350356963928,0.10903933615958974,-325.86760831414904,-288.5919717396399
S3_epo,2.216765745341106,4.0,2.843084692645472,0.48029164870808005,0.18490709430573923,0.406984652936057,0.18437684863683126,0.08653942144249321,-1090.529889061026,-1053.4126373176232
S4_epo,1.3214252285761543,1.2287162442738517,3.6236383988361527,0.6992800556289297,0.2759471691775957,0.262622547775974,0.274207296875,0.06574347715648855,-842.0374429173476,-804.7497943268144
S5_epo,1.5443831379296022,2.454612137763224,3.6365329806698843,0.6829207633042919,0.21671856967351313,0.3384594970007182,0.21794583123742456,0.0783972894002307,-1075.3135800487496,-1038.0620398921699
S6_epo,1.722192939567185,4.0,1.910167450787721,0.3280868085669367,0.219697639372075,0.29631116110129263,0.2183274856536926,0.06232471584454328,-1208.2721330906206,-1170.9724964841114
S7_epo,2.4416566086879943,1.0527221765743233,3.0155675002981104,0.6229351955298781,0.20836830477230983,0.4997461011909743,0.20792680753564155,0.11157382945858658,88.07757554214936,125.25624030891649
S8_epo,1.0170278833059911,0.2428771599821251,4.42852722465695,0.8797387953572138,0.24542933408079037,0.3884248706093506,0.2373004233067729,0.09973001896654933,-521.9864375516439,-484.67483683349354
S9_epo,1.1760418490577607,0.8730058609120266,3.2913819857433264,0.6007059254628725,0.2265234789214396,0.3657358903080402,0.22196565329476864,0.08020701496697008,-712.9335697920251,-675.6820296354454
